Query ID,Query Name,Ground Truths,Pred 1,Pred 2,Pred 3,Pred 4,Pred 5
7309,"randomized controlled trial , veterinary","clinical trial , veterinary",randomized controlled trial,controlled clinical trial,clinical trial,clinical study,study characteristics
2566,"drug resistance , multiple , fungal","drug resistance , fungal; drug resistance , multiple","drug resistance , multiple","drug resistance , microbial",drug resistance,microbiological phenomena,disease attributes
6501,pelvic bones,bones of lower extremity,bone and bones,bones of lower extremity,skeleton,skull,joints
4371,iga deficiency,root,blood coagulation disorders,hemorrhagic disorders,"blood coagulation disorders , inherited",hematologic diseases,glucose metabolism disorders
6503,pelvic floor disorders,pregnancy complications,neuromuscular diseases,musculoskeletal diseases,vascular diseases,musculoskeletal physiological phenomena,orthopedic procedures
3317,flow cytometry,cell separation,culture techniques,reproductive techniques,"surgical procedures , operative","pathological conditions , signs and symptoms",clinical laboratory techniques
4879,latent tuberculosis,tuberculosis,tuberculosis,mycobacterium infections,bacterial infections,clinical laboratory techniques,liver diseases
4898,lecture,publication formats,publication formats,clinical study,study characteristics,publication components,psychotherapy
2963,esophageal perforation,wounds and injuries; esophageal diseases,esophageal diseases,wounds and injuries,"pathological conditions , anatomical",skin and connective tissue diseases,"surgical procedures , operative"
2307,device removal,"surgical procedures , operative",prosthesis implantation,arthroplasty,orthopedic procedures,minimally invasive surgical procedures,"surgical procedures , operative"
2593,duodenal neoplasms,intestinal neoplasms; duodenal diseases,duodenal diseases,intestinal neoplasms,intestinal diseases,digestive system neoplasms,colonic diseases
1639,clinical attribute,organism attribute,phenomenon or process,conceptual entity,entity,natural phenomenon or process,biologic function
1536,chromatin,chromosome structures,chromosomes,dna,molecular conformation,molecular structure,genetic structures
821,biliary tract surgical procedures,digestive system surgical procedures,digestive system surgical procedures,minimally invasive surgical procedures,"diagnostic techniques , surgical",thoracic surgical procedures,"surgical procedures , operative"
2812,end stage liver disease,liver failure,liver diseases,hepatic insufficiency,liver cirrhosis,"liver diseases , alcoholic",liver failure
6014,nuclear medicine,radiology,internal medicine,medicine,psychiatry,physical and rehabilitation medicine,natural science disciplines
7062,prostatic hyperplasia,prostatic diseases,reproductive and urinary physiological phenomena,pathologic processes,necrosis,"genital diseases , female","genital diseases , male"
3538,gene drive technology,directed molecular evolution,genetic engineering,genetic techniques,technology,"technology , pharmaceutical",biophysical phenomena
4964,"libraries , digital","online systems; libraries , special","libraries , special",libraries,information centers,information services,information science
2357,"diet , carbohydrate loading",diet therapy; diet,diet,nutritional physiological phenomena,"diet , food , and nutrition",metabolism,food
5537,military personnel,occupational groups,occupational groups,administrative personnel,educational personnel,health personnel,nurses
6263,organic cation transporter 1,organic cation transport proteins,cation transport proteins,solute carrier proteins,ion pumps,membrane transport proteins,ions
3401,forensic nursing,forensic sciences,nursing,nursing care,forensic sciences,professional practice,medicine
6903,"potassium channels , tandem pore domain",potassium channels,ion channels,neurons,metals,transcription factors,elements
1585,"chromosomes , human , pair 18",root,"chromosomes , human , 1-3","chromosomes , human",chromosomes,mutation,eye diseases
3359,food assistance,public assistance; relief work,public assistance,medical assistance,"financing , government",social welfare,"financing , organized"
1952,copper transport proteins,cation transport proteins,solute carrier proteins,cation transport proteins,ion pumps,membrane transport proteins,carrier proteins
3537,gene dosage,genotype,gene expression regulation,mutation,mutagenesis,genetic variation,genetic phenomena
4827,"laboratories , dental",dental facilities,dentistry,forensic sciences,health facilities,hospital departments,laboratory chemicals
2170,deep sedation,anesthesia and analgesia,signs and symptoms,neurologic manifestations,mental disorders,respiration disorders,pregnancy complications
1332,cell polarity,cell physiological phenomena,cell physiological phenomena,immune system phenomena,cellular structures,intestinal diseases,cardiovascular physiological phenomena
9164,"ventricular dysfunction , left",ventricular dysfunction,ventricular dysfunction,heart failure,heart diseases,ventricular outflow obstruction,heart valve diseases
7734,"rna , transfer , glu",root,rna,nucleic acids,proteins,carrier proteins,blood proteins
1600,"chromosomes , plant",plant structures; chromosomes,chromosomes,"chromosomes , artificial","chromosomes , mammalian",sex chromosomes,plant structures
2086,cyclic imp,"nucleotides , cyclic",carbohydrates,rna,organic chemicals,blood coagulation factor inhibitors,cytoplasmic structures
609,ascorbic acid,sugar acids,dietary carbohydrates,carbohydrates,carboxylic acids,"amino acids , essential",amino acids
9020,unfolded protein response,root,biochemical phenomena,pharmacological phenomena,biophysical phenomena,immune system phenomena,intracellular signaling peptides and proteins
6324,ovulation induction,"reproductive techniques , assisted",reproduction,reproductive techniques,"reproductive techniques , assisted",reproductive physiological phenomena,pregnancy
5418,menu planning,"food services; food service , hospital",food technology,food industry,"diet , food , and nutrition",nutritional physiological phenomena,food and beverages
6547,period circadian proteins,circadian rhythm signaling peptides and proteins,intracellular signaling peptides and proteins,membrane proteins,membrane glycoproteins,transcription factors,intercellular signaling peptides and proteins
8081,silicon,root,elements,"metals , light",metals,"metals , heavy",transition elements
2110,cytoplasmic granules,cytoplasmic vesicles; cytoplasmic structures,cytoplasmic structures,organelles,cytoplasmic vesicles,cytoskeleton,cytoplasm
3383,foot,lower extremity,lower extremity,joints,extremities,skeleton,musculoskeletal system
7799,rrna operon,operon,genome components,"repetitive sequences , nucleic acid",genome,base sequence,"regulatory sequences , nucleic acid"
9238,virus integration,virus physiological phenomena; genetic phenomena,"recombination , genetic",bacterial physiological phenomena,microbiological phenomena,virus physiological phenomena,dna
961,body space or junction,spatial concept,anatomical structure,cellular structures,body fluid compartments,intracellular space,body regions
9229,virulence,microbiological phenomena,physiological phenomena,biological factors,organism forms,biological phenomena,immunity
7402,"receptors , kir","receptors , natural killer cell","receptors , cytokine","receptors , cell surface","receptors , tumor necrosis factor","receptors , cytoplasmic and nuclear","receptors , growth factor"
9047,united states virgin islands,root,islands,pacific states,north america,united states,geographic locations
551,apoptosis inducing factor,apoptosis regulatory proteins,apoptosis regulatory proteins,blood coagulation factor inhibitors,biological factors,blood coagulation factors,molecular mechanisms of pharmacological action
786,behavioral research,behavioral sciences; research,biomedical research,research,behavioral sciences,science,genetics
7747,"rna , viral",rna,rna,"rna , messenger",nucleic acids,public health practice,microbiological phenomena
129,adaptor protein complex gamma subunits,adaptor protein complex subunits,adaptor protein complex subunits,"adaptor proteins , vesicular transport",vesicular transport proteins,membrane proteins,antibodies
3745,glucose clamp technique,"chemistry techniques , analytical; blood chemical analysis",glucose metabolism disorders,nutritional and metabolic diseases,metabolic diseases,hematologic tests,clinical laboratory techniques
3612,"genes , pol","genes , viral","genes , viral","genes , microbial",genes,genome components,gene components
6492,pediatric nurse practitioners,nurse practitioners,nurses,nurse specialists,health personnel,occupational groups,protein conformation
7842,salvage therapy,therapeutics,therapeutics,biological therapy,drug therapy,rehabilitation,"surgical procedures , operative"
2704,electric impedance,electric conductivity,electrical equipment and supplies,electromagnetic phenomena,magnetic phenomena,electrochemical techniques,electrophoresis
8538,"surgery department , hospital",hospital departments,hospital departments,hospital administration,"surgical procedures , operative",health services,health facility administration
502,antibody affinity,immune system phenomena,immune system phenomena,antibodies,immunity,biochemical phenomena,perception
8492,substance abuse treatment centers,community health centers; rehabilitation centers,ambulatory care facilities,health facilities,health services,hospitals,community health services
3371,food microbiology,food contamination; environmental microbiology,biology,microbiology,biological science disciplines,genetics,physiological phenomena
6715,pituitary function tests,"diagnostic techniques , endocrine","diagnostic techniques , endocrine","diagnostic techniques , neurological",diagnostic techniques and procedures,endocrine system diseases,clinical laboratory techniques
3758,glutamate synthase ( nadh ),root,metabolism,molecular mechanisms of pharmacological action,blood coagulation factor inhibitors,amino acids,biochemical phenomena
75,"acidosis , renal tubular",acidosis,renal insufficiency,kidney diseases,metabolic diseases,endocrine system diseases,nutritional and metabolic diseases
638,atlas,publication formats,publication components,publication formats,"models , biological","models , theoretical",statistics as topic
28,"abortion , missed","abortion , spontaneous","abortion , spontaneous",pregnancy complications,obstetric surgical procedures,death,pregnancy
5097,"lung diseases , interstitial",lung diseases,lung diseases,"lung diseases , obstructive",respiratory tract infections,respiratory tract diseases,respiratory tract neoplasms
9204,video games,software,communications media,computer systems,artificial intelligence,computing methodologies,information science
7486,regional blood flow,blood circulation,blood circulation,blood physiological phenomena,circulatory and respiratory physiological phenomena,cardiovascular physiological phenomena,reproductive and urinary physiological phenomena
2435,"disorder of sex development , 46 , xy",disorders of sex development,disorders of sex development,"genital diseases , male","genital diseases , female",reproductive physiological phenomena,mental disorders
7132,pseudomonas aeruginosa,pseudomonas,mycobacterium infections,bacterial infections,tuberculosis,skin diseases,biological factors
411,"aneurysm , false",aneurysm,aneurysm,myocardial ischemia,heart diseases,pathologic processes,psychological phenomena
984,"bone diseases , infectious",bone diseases; infections,bone diseases,bone neoplasms,periodontal diseases,bone and bones,musculoskeletal diseases
775,bees,root,animals,animal population groups,organism forms,cells,government agencies
8052,shoulder dislocation,shoulder injuries,orthopedic procedures,joint diseases,musculoskeletal physiological phenomena,musculoskeletal diseases,"fractures , bone"
6053,numbers needed to treat,sample size,health status indicators,vital statistics,health surveys,surveys and questionnaires,prognosis
5019,lipid droplets,organelles,subcellular fractions,organelles,cellular structures,cell membrane,cytoplasmic structures
3396,foreign medical graduates,foreign professional personnel; physicians,physicians,health personnel,nurses,occupational groups,health occupations
785,behavioral medicine,behavioral sciences; medicine,physical and rehabilitation medicine,medicine,behavioral sciences,psychiatry,behavioral disciplines and activities
6806,pleural cavity,thoracic cavity,respiratory system,respiratory tract diseases,face,head,respiratory tract infections
1703,cochlear implants,hearing aids,electrical equipment and supplies,neurons,surgical equipment,equipment and supplies,radiation
1236,caspase 10,root,apoptosis regulatory proteins,membrane proteins,eye diseases,biochemical phenomena,medical informatics
4953,leukocyte rolling,"chemotaxis , leukocyte",movement,locomotion,musculoskeletal physiological phenomena,connective tissue,mechanical phenomena
7345,"receptor , angiotensin , type 1","receptors , angiotensin","receptors , angiotensin","receptors , peptide","receptors , growth factor","receptors , cell surface","receptors , cytokine"
5721,muscle stretching exercises,exercise; exercise therapy,exercise therapy,orthopedic procedures,physical therapy modalities,musculoskeletal physiological phenomena,joint diseases
5228,map kinase kinase 5,root,map kinase kinase kinases,intracellular signaling peptides and proteins,"receptors , peptide",medical informatics,informatics
7271,radiation leukemia virus,"leukemia virus , murine",virus diseases,neoplasms,viruses,neoplasms by histologic type,ions
9361,west virginia,root,united states,great lakes region,pacific states,cities,north america
872,bipolar disorder,bipolar and related disorders,mental disorders,mood disorders,behavioral symptoms,disease attributes,drug therapy
6304,"osteoarthritis , spine",osteoarthritis,bone diseases,musculoskeletal diseases,bone neoplasms,joint diseases,arthritis
2999,ethics consultation,referral and consultation; ethical review,"ethics , professional",ethics,philosophy,professional practice,epidemiologic study characteristics
6095,nutrition policy,health policy,policy,"diet , food , and nutrition",diet,health care economics and organizations,nutritional physiological phenomena
6922,"practice , psychological",learning,psychological tests,behavioral disciplines and activities,activity,physical therapy modalities,learning
5907,neural tube,embryonic structures,neural pathways,spinal cord,central nervous system,nervous system,embryonic structures
7767,rna splicing factors,root,rna,"rna , messenger",blood coagulation factor inhibitors,nucleic acids,biological factors
3187,"fatty liver , alcoholic","liver diseases , alcoholic; fatty liver","liver diseases , alcoholic",liver diseases,hepatic insufficiency,hepatitis,digestive system diseases
9186,vesicular glutamate transport protein 2,vesicular glutamate transport proteins,glutamate plasma membrane transport proteins,carrier proteins,"amino acids , peptides , and proteins",proteins,peptides
189,"adrenal hyperplasia , congenital",adrenal gland diseases,endocrine system diseases,endocrine gland neoplasms,metabolic diseases,"infant , newborn , diseases",nutritional and metabolic diseases
4764,joint capsule release,root,orthopedic procedures,arthroplasty,joint diseases,musculoskeletal diseases,prosthesis implantation
4646,international health regulations,"legislation , medical; health policy",public health practice,primary prevention,legislation as topic,public health,"social control , formal"
1292,cell body,cellular structures,cellular structures,intracellular space,subcellular fractions,cytoplasm,body fluid compartments
2292,"depressive disorder , major",depressive disorder,depressive disorder,mood disorders,behavioral symptoms,mental disorders,signs and symptoms
5651,mosaic viruses,plant viruses,viruses,defective viruses,hepatitis viruses,encephalitis viruses,rna viruses
1495,child rearing,behavior and behavior mechanisms,education,morphogenesis,"psychology , educational","education , professional",growth and development
5106,"lupus erythematosus , systemic",connective tissue diseases; autoimmune diseases,skin diseases,skin and connective tissue diseases,connective tissue diseases,immune system diseases,"pathological conditions , signs and symptoms"
8364,spinal cord stimulation,electric stimulation therapy,physical therapy modalities,musculoskeletal and neural physiological phenomena,anesthesia and analgesia,musculoskeletal physiological phenomena,nervous system physiological phenomena
771,bed occupancy,health facilities,health services accessibility,delivery of health care,comprehensive health care,patient care,health planning
2077,curcumin,root,specialty uses of chemicals,oils,plant preparations,laboratory chemicals,biological products
5544,milk proteins,"milk; animal proteins , dietary",dairy products,blood proteins,dietary proteins,peptides,bodily secretions
8110,skin abnormalities,congenital abnormalities; skin diseases,congenital abnormalities,"congenital , hereditary , and neonatal diseases and abnormalities",skin diseases,retinal diseases,sensation disorders
3109,facial nucleus,root,mouth,face,nose,jaw,facial bones
3536,gene deletion,sequence deletion,sequence deletion,mutation,mutagenesis,genetic variation,genetic phenomena
3754,"glue proteins , drosophila",salivary proteins and peptides; drosophila proteins,plant proteins,blood proteins,peptides,proteins,carrier proteins
1222,carotid sinus,carotid arteries,cerebrovascular disorders,brain diseases,peripheral nervous system,lipids,nervous system
6207,ophthalmic solutions,pharmaceutical solutions,solutions,specialty uses of chemicals,biomedical and dental materials,physical and rehabilitation medicine,eye diseases
4933,lethal dose 50,toxicity tests,toxicity tests,environmental exposure,poisoning,toxic actions,pharmacological phenomena
3733,"glaucoma , neovascular",glaucoma,optic nerve diseases,retinal diseases,eye diseases,cranial nerve diseases,eye
2583,"drugs , essential",pharmaceutical preparations,pharmaceutical preparations,biological products,plant preparations,physiological effects of drugs,biomedical and dental materials
4506,"infertility , female",infertility,infertility,"genital diseases , female","genital neoplasms , female","genital diseases , male",uterine diseases
7921,selection bias,bias,data collection,epidemiologic research design,epidemiologic methods,evaluation studies as topic,research
3021,"evoked potentials , motor",evoked potentials,evoked potentials,nervous system physiological phenomena,cortical excitability,musculoskeletal and neural physiological phenomena,magnetic phenomena
1661,"clinical trial , phase i",clinical trial,clinical trial,clinical study,study characteristics,publication formats,idea or concept
8705,thoracic wall,thorax,musculoskeletal system,muscles,extremities,body regions,skeleton
3853,growth charts,reference standards,growth,body size,growth and development,body weight,morphogenesis
1759,"colonic diseases , functional",colonic diseases,colonic diseases,colitis,intestinal diseases,immune system diseases,digestive system diseases
7029,professional review organizations,"quality assurance , health care; quality of health care",organizations,health care evaluation mechanisms,"quality assurance , health care",evaluation studies as topic,societies
532,ants,root,animals,organism forms,animal population groups,"animals , laboratory",viruses
3473,fungal vaccines,vaccines,vaccines,viral vaccines,bacterial vaccines,antigens,biological products
7585,resource guide,publication formats,documentation,information services,molecular sequence data,information management,publication components
3412,formic acid esters,root,carbohydrates,polysaccharides,carboxylic acids,organic chemicals,alcohols
5570,mitochondrial membrane transport proteins,mitochondrial proteins; membrane transport proteins,proton pumps,ion pumps,solute carrier proteins,membrane transport proteins,cation transport proteins
8456,streptococcus pneumoniae,streptococcus,bacterial infections,mycobacterium infections,respiratory tract infections,antigens,biological products
74,"acidosis , lactic",acidosis,metabolic diseases,nutritional and metabolic diseases,pathologic processes,metabolism,amino acids
1050,brazil,south america,south america,geographic locations,asia,europe,north america
6307,"osteoporosis , postmenopausal",osteoporosis,metabolic diseases,nutritional and metabolic diseases,musculoskeletal diseases,bone diseases,endocrine system diseases
8419,starch,dietary carbohydrates,dietary carbohydrates,carbohydrates,polysaccharides,alcohols,organic chemicals
3161,family therapy,"psychotherapy , group","psychotherapy , group",psychotherapy,group processes,"psychology , social",complementary therapies
2018,cpg islands,genome components; gc rich sequence,chromosomes,cytoplasmic structures,nucleic acids,islands,rna
9045,united states social security administration,united states government agencies,public assistance,"financing , government",medical assistance,"financing , organized",united states government agencies
